Company_ID,Company_Name,Industry,Headquarters_City,Country,Ownership_Type,Customer_Segment,Primary_Cloud,Risk_Rating,Year_Founded,Incorporation_Date,Last_Funding_Date,Employees,Annual_Revenue,Profit_Margin,Market_Share,Product_Lines,R&D_Spending,Average_Salary,Training_Hours_Per_Employee,Employee_Satisfaction,Adoption_Rate_AI,Adoption_Rate_Cloud,Adoption_Rate_Blockchain,CEO_Tenure_Years
712043,Quantum Innovations 349,Enterprise Software,Delhi,Australia,Startup,B2B2C,Azure,Medium,2008,2008-11-13,2012-10-20,1695.0,197092736.31,32.86,1.66,21,44465393.16,4470740.08,45.3,3.64,83.27,20.21,18.2,24
531830,Next Solutions 221,EdTech,Mumbai,Germany,Subsidiary,SME,GCP,Low,2020,2020-03-09,2022-09-09,47573.0,30943313.37,22.91,14.61,1,8606222.13,694980.07,18.6,3.86,7.82,21.23,22.37,14
293852,Alpha Works 95,Enterprise Software,Chennai,Australia,Private,SME,Multi-Cloud,High,2024,2024-05-16,2025-03-16,,218635981.47,8.32,10.64,20,19713888.0,588785.16,8.3,3.52,83.47,57.13,10.19,13
893599,Prime Works 368,Gaming,Ahmedabad,India,Public,B2C,IBM Cloud,High,2008,2008-02-06,2018-10-01,35890.0,27948714.98,6.99,26.66,6,6947403.07,1847399.5,18.0,3.28,47.81,33.93,51.14,3
114360,Vertex Tech 827,Enterprise Software,Gurugram,USA,Public,SME,GCP,Medium,1987,1987-05-14,2003-06-13,34672.0,229812652.24,9.53,12.46,15,54616284.46,4374200.53,54.6,2.71,25.24,11.87,6.01,4
121219,Cloud Stack 550,SaaS,Delhi,Australia,Startup,B2C,GCP,High,2006,2006-08-26,2008-09-22,37480.0,456087991.08,16.04,33.22,14,39298525.03,1706568.13,84.0,3.5,17.44,74.33,10.74,20
226269,Neo Corp 81,,Mumbai,India,Startup,Enterprise,Azure,High,1986,1986-06-09,2001-01-23,39332.0,181248234.07,39.22,33.68,20,23532028.26,2080524.94,38.3,3.09,93.66,12.89,51.58,15
420070,Secure Platforms 850,Cloud Services,Chennai,Singapore,Private,B2B2C,Azure,High,2008,2008-12-21,2020-02-14,2758.0,16029254.9,33.99,21.77,15,2122565.36,2999715.95,102.7,3.67,11.76,62.98,27.17,15
599332,Zen Digital 592,Gaming,Ahmedabad,Germany,Private,B2B2C,Multi-Cloud,Low,2014,2014-10-20,2019-05-21,11744.0,210787933.91,19.31,32.51,14,57872916.42,498858.54,55.3,4.06,23.52,57.99,56.64,21
799872,Cyber Labs 47,SaaS,Hyderabad,India,Private,SME,GCP,Medium,2022,2022-08-04,2023-10-05,9574.0,542888073.62,21.72,26.65,21,40837656.18,4080830.67,116.3,3.94,37.35,96.22,44.59,13
974462,Blue Platforms 82,HealthTech,Gurugram,Australia,Public,B2C,IBM Cloud,Very High,1986,1986-05-01,2007-10-02,31930.0,70638455.18,12.62,19.19,24,16231974.79,2529716.37,114.7,3.44,62.68,53.09,20.48,9
861052,Blue Works 390,Enterprise Software,Hyderabad,Germany,Startup,B2C,IBM Cloud,Medium,2005,2005-06-27,2019-11-29,39274.0,87552388.86,30.17,6.39,5,9941414.28,2313924.71,93.9,3.71,55.67,15.66,52.07,10
821974,Next Stack 651,Cybersecurity,Mumbai,Germany,Public,B2C,Multi-Cloud,Medium,2017,2017-07-26,2021-09-11,37030.0,34785847.48,34.11,16.11,6,7399561.52,3928979.32,112.2,,16.68,59.1,9.3,12
918892,Vertex Networks 380,Enterprise Software,Noida,Germany,Subsidiary,B2B,Azure,Medium,1996,1996-08-11,2016-04-26,,115545401.01,11.56,19.67,17,15598947.01,4307614.02,86.3,2.17,31.94,84.86,42.91,14
490154,Vertex Dynamics 687,Cybersecurity,Kolkata,UK,Public,B2B2C,,High,2006,2006-11-20,2010-01-20,13274.0,248474878.04,3.67,30.25,11,43381214.24,2136043.45,108.0,3.91,27.2,98.72,34.97,1
374349,Next Labs 624,HealthTech,Kolkata,Canada,Private,B2B,Multi-Cloud,Medium,2009,2009-05-11,2023-07-13,40788.0,157305488.68,26.96,16.9,16,37462765.13,1107008.43,32.2,2.83,24.86,48.3,21.43,14
871382,Quantum Services 747,EdTech,Chennai,Australia,Public,B2C,IBM Cloud,Medium,2011,2011-12-07,2022-09-29,25200.0,1111619879.99,24.5,31.43,12,256830203.61,3744408.01,44.7,4.04,43.24,38.51,48.32,14
238014,Blue Networks 474,Gaming,Kolkata,UAE,Private,B2B,GCP,High,2012,2012-06-06,2021-12-07,49738.0,92427230.2,18.09,23.63,15,22793090.66,2053367.73,91.6,4.27,70.47,90.69,69.71,8
779553,Prime Tech 948,EdTech,Noida,India,Private,B2B2C,Multi-Cloud,Very High,2000,2000-06-10,2023-01-10,34443.0,24421436.85,27.76,4.88,23,1096628.29,4235736.71,53.8,4.76,25.22,27.02,79.91,16
762223,Secure Analytics 702,SaaS,Gurugram,USA,Public,B2B,,Low,1999,1999-10-26,2010-11-15,43132.0,103211138.38,24.02,34.82,4,20953165.5,4294585.83,101.3,4.88,39.1,64.77,48.62,14
546146,Alpha Systems 235,Gaming,Mumbai,USA,Startup,B2B,AWS,Medium,1987,1987-06-13,2002-07-29,,13024583.21,12.02,18.5,18,846556.81,870799.03,105.9,2.13,41.36,46.11,32.38,1
117170,Cloud Apps 411,HealthTech,Delhi,USA,Startup,B2C,IBM Cloud,Medium,2021,2021-07-12,2022-08-22,8627.0,58763261.79,17.91,13.78,21,7871611.7,4321871.27,39.5,4.97,95.81,13.66,18.02,16
860543,Next Labs 217,AI/ML,Gurugram,Singapore,Subsidiary,B2B,Multi-Cloud,High,1991,1991-10-07,2018-07-26,8120.0,330136315.65,19.12,23.1,3,55181329.01,1909908.33,99.7,4.08,93.78,40.91,20.57,18
748451,Bright Apps 218,E-commerce,Gurugram,Australia,Subsidiary,B2B,GCP,Medium,2005,2005-09-06,2021-04-16,8716.0,116758408.91,37.21,3.9,22,15258557.63,3049635.32,22.7,3.97,79.41,33.61,38.36,7
647258,Global Corp 906,SaaS,Chennai,Australia,Private,SME,GCP,Medium,1993,1993-09-01,2014-09-16,36418.0,103910863.54,40.44,22.32,8,16615650.39,542475.34,43.4,2.14,27.47,71.06,29.38,15
415310,Fusion Solutions 272,Gaming,Chennai,Singapore,Private,B2C,Multi-Cloud,Low,2023,2023-12-07,,6833.0,386303875.27,37.72,17.49,23,107829609.98,4044425.52,64.6,4.6,11.33,94.44,73.11,24
855081,Innova Analytics 763,Enterprise Software,Gurugram,Germany,Public,Enterprise,Multi-Cloud,Medium,2002,2002-05-27,2006-02-07,46044.0,72495180.71,30.77,14.29,3,4625506.32,3030549.05,31.0,,34.47,33.86,29.46,17
633023,Secure Services 270,Gaming,Chennai,Singapore,Private,B2C,GCP,Medium,1988,1988-07-22,2012-05-25,41964.0,247016795.02,25.4,33.36,8,49122750.72,3038573.31,71.6,4.53,29.81,82.22,29.88,19
636053,Bright Innovations 920,Cybersecurity,Ahmedabad,Singapore,Subsidiary,SME,AWS,Low,2009,2009-03-21,2016-10-16,5021.0,99827688.04,29.57,18.34,18,12877795.88,4098922.26,71.5,2.15,52.05,14.93,30.68,23
570981,Bright Corp 371,FinTech,Bengaluru,Singapore,Startup,B2B2C,IBM Cloud,Very High,1998,1998-04-09,2005-11-30,13540.0,122002064.99,39.56,7.75,10,7716929.48,2484223.42,28.8,3.97,77.33,57.89,66.93,13
248668,Blue Solutions 522,EdTech,Delhi,USA,Subsidiary,SME,GCP,Low,1993,1993-12-14,2010-11-29,45769.0,33993050.79,12.0,16.12,20,2368778.24,2083118.23,96.5,3.36,84.82,16.28,52.06,9
949174,Global Labs 774,Cloud Services,Kolkata,India,Public,SME,AWS,Medium,2010,2010-02-15,2024-05-30,45130.0,61213182.35,23.4,32.19,17,16363402.41,3951127.88,77.6,2.68,83.57,93.13,49.13,24
760596,Cloud Works 157,AI/ML,Chennai,Germany,Private,B2B2C,IBM Cloud,Medium,1986,1986-08-19,2007-12-24,2040.0,,29.58,6.25,8,7354353.64,3443924.1,41.5,2.41,38.45,78.21,26.73,24
854652,Quantum Innovations 611,Gaming,Mumbai,India,Startup,B2B2C,Multi-Cloud,Low,2004,2004-09-17,2025-09-18,5349.0,83412980.39,29.17,7.57,23,21417157.73,4290800.23,31.7,3.38,68.91,68.56,65.43,15
170224,Data Corp 391,AI/ML,Delhi,UAE,Subsidiary,Enterprise,Azure,Low,2012,2012-12-14,2025-03-12,45815.0,123016916.09,12.09,0.55,11,34184333.55,4254499.76,106.1,2.46,34.09,83.33,3.07,3
549463,Zen Stack 542,Gaming,Delhi,Singapore,Startup,B2B2C,IBM Cloud,Medium,1991,1991-01-26,2008-02-16,20006.0,37038929.79,25.47,0.6,5,3040112.67,1967537.27,101.1,3.51,10.66,67.63,69.66,24
993655,Next Services 882,Enterprise Software,Hyderabad,Australia,Public,B2B2C,AWS,Medium,1992,1992-12-26,2017-01-31,22409.0,463748851.86,33.84,29.05,13,55121111.71,2232643.79,31.4,3.91,70.25,96.24,41.02,1
906763,Tech Works 699,SaaS,Gurugram,Germany,Subsidiary,Enterprise,GCP,Medium,2019,2019-10-21,2020-12-14,46290.0,112447316.62,21.0,25.65,21,22186390.54,1449538.31,9.1,4.5,5.91,73.54,31.86,16
849178,Secure Tech 788,AI/ML,Mumbai,Singapore,Public,B2B,AWS,Medium,1998,1998-02-25,2010-02-19,37198.0,94276925.62,33.73,12.49,23,14231161.78,3108656.35,97.5,4.07,43.05,92.29,39.77,8
882435,Alpha Works 301,SaaS,Kolkata,USA,Startup,Enterprise,AWS,High,2001,2001-11-22,2017-12-04,28784.0,166621737.94,16.4,24.47,5,22426849.94,1894622.08,75.8,2.29,35.63,56.02,53.39,23
911087,Logic Networks 465,AI/ML,Kolkata,Australia,Private,B2B2C,AWS,Medium,2020,2020-03-21,2024-06-08,4807.0,46379499.26,39.55,13.89,24,5540161.62,3623012.65,16.6,2.99,69.48,20.42,1.02,13
955816,Tech Tech 996,SaaS,Delhi,USA,Public,B2B2C,Multi-Cloud,Low,2024,2024-01-19,2025-11-27,19147.0,102594259.75,23.36,33.36,13,18307448.89,898358.12,72.5,2.94,76.26,57.01,69.72,8
228876,Pixel Networks 520,SaaS,Hyderabad,India,Startup,B2B,IBM Cloud,Medium,1988,1988-11-21,2007-12-05,10445.0,50729471.0,25.84,33.85,6,8821771.67,877251.69,57.0,4.75,33.28,21.29,35.74,17
891676,Neo Platforms 862,Cloud Services,Hyderabad,Australia,Public,B2B,Azure,Medium,1986,1986-06-26,,16291.0,313231936.74,3.25,13.81,5,22040395.62,1238267.06,94.1,4.62,80.48,62.73,27.44,22
990613,Pixel Dynamics 157,FinTech,Ahmedabad,UK,Public,SME,Multi-Cloud,High,1990,1990-02-01,1995-06-04,38406.0,38593679.54,8.81,29.91,9,5709354.42,745597.97,29.0,3.17,32.33,52.94,11.06,23
106443,Vertex Networks 553,FinTech,Noida,Australia,Subsidiary,Enterprise,Multi-Cloud,High,1988,1988-05-08,2012-11-27,27746.0,94682800.94,27.32,27.08,16,15941548.53,2942129.59,57.1,2.31,46.51,65.41,35.16,14
146835,Pixel Soft 614,Cybersecurity,Chennai,India,Private,B2C,AWS,High,2013,2013-12-17,2018-12-16,4994.0,117149702.81,18.79,10.92,2,20216727.43,1004146.34,23.0,4.69,72.61,10.89,39.71,21
223024,Alpha AI 20,FinTech,Pune,Australia,Startup,B2C,Azure,Medium,2002,2002-08-12,2020-07-18,46213.0,123453009.71,22.33,8.2,1,10188181.62,1055847.96,115.1,4.68,69.44,27.34,32.29,21
203572,Neo Digital 900,EdTech,Noida,India,Private,Enterprise,Multi-Cloud,Medium,2010,2010-08-25,2026-03-29,19866.0,56543590.93,4.52,16.09,8,12188980.22,458335.72,94.6,4.58,96.83,53.73,54.29,7
811937,Smart Analytics 60,Cybersecurity,Chennai,Canada,Private,B2B2C,IBM Cloud,Low,2018,2018-10-23,2024-08-11,49890.0,43973733.0,35.37,27.37,19,1596236.56,3606569.06,89.7,4.55,25.94,94.59,33.67,15
333326,Blue Labs 88,EdTech,Bengaluru,UAE,Private,SME,Multi-Cloud,Very High,1994,1994-03-12,1996-02-07,37061.0,57200569.9,33.38,33.61,11,6790163.19,3730413.83,84.4,3.49,66.6,44.14,76.91,16
735495,Global Labs 779,HealthTech,Chennai,UAE,Startup,Enterprise,Multi-Cloud,Medium,2020,2020-08-04,2022-08-29,24967.0,137367572.97,9.41,26.75,12,30915006.67,1064291.91,53.7,2.61,61.7,47.77,47.94,19
339861,Secure Solutions 132,Gaming,Bengaluru,Germany,Private,B2B,Azure,Medium,1998,1998-07-03,2004-03-16,31245.0,80232075.86,27.37,29.95,12,13717537.18,3432050.18,111.2,3.48,90.1,73.61,64.6,6
787744,Global Services 170,E-commerce,Gurugram,Singapore,Public,B2B,AWS,High,2015,2015-12-05,,21616.0,170198779.78,34.73,21.15,7,16218345.23,2177535.0,13.4,3.53,19.54,63.74,8.75,23
380018,Next Infotech 894,Enterprise Software,Delhi,USA,Startup,B2B2C,AWS,High,1999,1999-05-11,2020-06-04,9966.0,131841833.82,27.63,29.26,13,26861228.43,1382339.02,97.4,3.52,74.92,36.6,31.78,1
435999,Zen Innovations 988,AI/ML,Noida,Canada,Subsidiary,B2B2C,IBM Cloud,Low,1992,1992-04-17,2014-08-31,20856.0,14562792.86,14.42,27.48,8,2502582.98,2947676.89,29.8,3.66,57.85,46.56,26.95,12
296746,Cyber Services 774,EdTech,Hyderabad,Singapore,Startup,Enterprise,GCP,Medium,1998,1998-06-16,2003-05-19,10034.0,109727304.46,28.24,13.26,22,25134235.37,1131784.7,42.3,2.85,30.54,29.38,45.56,18
610658,Cyber Platforms 409,AI/ML,Gurugram,UAE,Startup,B2B,GCP,Medium,2007,2007-08-24,2023-08-17,1809.0,544770069.19,10.42,19.36,9,116448032.46,3503222.79,64.7,3.16,49.12,95.98,68.89,16
293974,Vertex Stack 922,Cloud Services,Pune,Australia,Startup,B2C,GCP,High,2024,2024-08-11,2025-02-04,41999.0,259878766.83,14.73,28.19,7,47434886.61,595222.43,95.0,3.36,36.04,21.63,6.27,12
591187,Pixel Stack 124,EdTech,Noida,UAE,Subsidiary,B2B2C,AWS,Medium,2005,2005-05-02,2024-03-04,26888.0,126167517.58,11.6,1.71,21,19183066.89,4332436.83,101.4,2.48,58.88,43.09,5.81,20
283691,Blue Analytics 66,Gaming,Gurugram,UAE,Subsidiary,SME,IBM Cloud,High,2000,2000-12-04,2002-01-06,2532.0,38570444.46,24.28,28.3,24,2441336.78,694688.54,72.1,3.42,87.68,12.3,68.03,13
647186,Alpha Soft 603,Cloud Services,Noida,USA,Private,B2B,Multi-Cloud,Medium,2002,2002-06-21,2007-11-27,24492.0,131899856.65,6.33,6.31,15,12574442.6,2775738.52,51.3,4.45,57.95,29.74,17.03,8
241387,Secure Analytics 603,E-commerce,Mumbai,Australia,Private,B2B,IBM Cloud,Medium,2008,2008-11-26,2012-09-08,33769.0,162682419.21,39.33,18.06,2,21925501.61,4098996.59,113.8,4.5,63.75,79.46,53.5,22
443762,Blue Soft 73,Gaming,Hyderabad,Germany,Subsidiary,B2C,Azure,High,2010,2010-12-08,2022-07-29,28015.0,73479220.75,15.34,28.31,23,13213387.77,448808.32,33.3,3.29,53.24,27.9,43.43,1
132941,Cloud Analytics 70,AI/ML,Gurugram,Singapore,Public,B2C,Azure,Medium,2009,2009-03-18,2013-08-04,2129.0,115977203.13,10.76,8.96,20,18373916.16,2443909.29,97.4,3.6,9.76,17.13,66.63,21
510051,Cloud Apps 73,HealthTech,Noida,USA,Subsidiary,Enterprise,IBM Cloud,High,2013,2013-06-18,2023-07-25,2767.0,301186588.1,21.86,8.68,12,30734926.17,1835028.55,75.4,2.2,26.66,52.23,10.01,7
457907,Pixel Analytics 286,SaaS,Gurugram,India,Private,B2C,Azure,Low,1999,1999-08-08,2018-03-03,28002.0,45339583.74,13.08,14.16,1,1433460.34,2779361.98,48.3,,50.76,10.89,10.38,15
475407,Global Dynamics 553,SaaS,Chennai,USA,Private,B2B2C,IBM Cloud,Low,1985,1985-11-06,1998-05-12,20958.0,38604170.55,23.4,31.32,23,5947351.01,1324375.29,5.2,3.27,33.85,17.54,44.55,22
957322,Innova AI 249,SaaS,Chennai,Germany,Subsidiary,B2B2C,Azure,Low,2009,2009-11-22,2019-09-11,42510.0,156672785.37,15.94,0.12,22,15887638.36,666086.79,56.4,3.39,21.9,81.88,75.71,13
661605,Global Innovations 195,Cybersecurity,Gurugram,Canada,Subsidiary,Enterprise,GCP,Medium,1991,1991-07-01,2025-01-28,24911.0,129805101.85,7.28,31.56,8,27733129.38,2966325.45,36.8,4.63,51.88,78.66,33.2,13
540322,Neo Works 675,Cloud Services,Delhi,USA,Startup,SME,AWS,High,1993,1993-10-07,2014-03-02,7361.0,205012435.1,12.64,5.47,5,7377693.59,2109081.88,17.0,3.44,35.02,91.45,26.16,9
332166,Logic Digital 434,Cloud Services,Mumbai,Germany,Public,SME,Multi-Cloud,High,2008,2008-10-14,2017-09-21,28121.0,142001134.86,19.54,34.65,15,25021587.27,2952190.71,13.6,2.16,29.0,86.05,48.54,24
536370,Logic Stack 885,HealthTech,Noida,Singapore,Public,B2B2C,Multi-Cloud,Medium,1985,1985-01-23,1999-08-21,23620.0,57156661.75,3.21,33.42,1,15167580.99,1263210.5,45.0,2.76,48.15,70.8,74.44,15
884541,Cloud Works 63,Cloud Services,Chennai,USA,Startup,B2B,AWS,High,1992,1992-04-09,2024-07-27,18499.0,,32.83,17.36,1,9362153.56,1788839.18,75.7,3.48,17.4,14.66,66.95,4
136276,Prime Apps 820,EdTech,Bengaluru,UAE,Public,B2B2C,Multi-Cloud,Medium,2008,2008-02-19,2011-04-14,33586.0,36100212.99,26.87,17.99,10,5339668.16,2702893.7,101.3,3.33,91.28,79.67,79.64,13
199843,Neo Analytics 197,Enterprise Software,Kolkata,UAE,Private,B2B,Multi-Cloud,Medium,1995,1995-09-06,2012-05-29,38308.0,73681004.9,26.05,16.91,22,3894446.2,2831762.39,26.1,4.6,85.7,85.25,1.81,12
968146,Cyber Services 460,FinTech,Gurugram,Singapore,Subsidiary,B2B2C,AWS,Low,2001,2001-06-07,2022-07-11,48352.0,134590843.15,23.84,22.28,10,25090489.32,1926490.71,53.8,3.67,70.81,81.12,9.03,5
297289,Innova Innovations 188,Cybersecurity,Chennai,Singapore,Public,B2C,Multi-Cloud,Medium,1992,1992-02-09,2023-02-01,28915.0,67463629.24,25.61,3.27,21,11309125.17,1548218.14,50.1,4.1,14.88,55.25,48.76,7
191499,Next Stack 256,E-commerce,Kolkata,India,Public,B2C,AWS,Medium,2019,2019-08-17,2023-07-07,6695.0,648357178.43,39.39,1.24,15,85480305.82,1522172.58,64.0,3.46,77.16,30.73,65.65,8
132077,Data Stack 828,AI/ML,Delhi,Singapore,Private,Enterprise,GCP,Medium,2019,2019-10-13,2024-05-26,38050.0,19811302.36,2.34,2.11,17,3176628.52,1116267.34,98.1,3.38,80.14,85.23,22.82,5
429985,Secure Works 52,FinTech,Kolkata,Singapore,Private,SME,GCP,Medium,2017,2017-10-04,2021-11-26,26787.0,58090823.86,3.91,15.61,22,14763414.86,1734160.35,68.7,3.39,76.4,74.72,19.14,9
181645,Secure Soft 993,FinTech,Bengaluru,UK,Public,B2B,Multi-Cloud,Medium,1989,1989-06-28,2010-07-16,11535.0,42511563.99,9.66,9.72,6,3361541.37,1217705.38,102.4,3.29,15.6,97.29,62.96,14
355192,Data Analytics 171,SaaS,Pune,Singapore,Subsidiary,B2B2C,Azure,Medium,2023,2023-10-06,2025-11-20,38615.0,51404255.15,8.69,21.81,3,1832105.63,2998643.17,64.6,3.66,64.88,23.86,4.51,12
511024,Logic AI 493,E-commerce,Hyderabad,Germany,Startup,B2B2C,,Medium,2012,2012-12-26,2019-09-03,25572.0,53817646.82,9.25,34.74,13,13207723.52,2733174.69,74.4,2.83,82.59,30.08,29.55,4
598886,Cyber Corp 925,Cloud Services,Kolkata,UK,Subsidiary,Enterprise,Azure,High,1991,1991-10-19,1995-10-20,12392.0,31151532.78,28.88,13.58,16,5429066.41,1968614.18,55.3,4.68,58.69,28.85,40.46,20
867634,Cloud Networks 389,HealthTech,Noida,Canada,Private,B2B,GCP,Medium,1993,1993-11-05,2008-01-19,40856.0,164376860.07,20.38,20.13,8,41532215.88,1735903.08,99.7,3.07,65.12,80.54,44.83,8
157850,Tech Corp 272,Cloud Services,Hyderabad,USA,Private,B2B2C,Azure,Medium,1992,1992-02-08,2006-09-13,48820.0,58109186.23,41.67,14.6,15,10415275.88,1374218.22,111.2,2.53,47.63,26.63,58.29,17
304523,Fusion Platforms 434,FinTech,Kolkata,Singapore,Private,SME,AWS,Low,1996,1996-02-06,2013-09-30,13137.0,102602127.51,11.08,29.67,17,23859126.69,2595379.07,78.5,2.38,54.17,15.93,28.39,8
738544,Secure AI 159,FinTech,Chennai,UK,Public,B2B,IBM Cloud,Low,2018,2018-12-05,2024-09-23,37691.0,63569855.67,14.43,31.59,17,8735664.09,4167501.33,99.4,2.14,8.2,98.87,49.01,21
635331,Cyber Platforms 223,Gaming,Bengaluru,Singapore,Public,B2B2C,Azure,Medium,2017,2017-07-14,2024-09-08,34299.0,51795106.21,41.37,30.72,22,11263621.88,3211382.51,11.8,3.33,64.42,12.21,46.83,1
454688,Cloud Services 63,FinTech,Hyderabad,Australia,Startup,Enterprise,Multi-Cloud,High,2007,2007-03-19,2016-08-09,10143.0,343031880.49,35.27,34.11,13,88591539.25,3452100.33,109.2,2.64,12.57,84.34,43.81,20
264932,Alpha Systems 52,Cybersecurity,Bengaluru,Germany,Public,B2B2C,Multi-Cloud,Medium,2008,2008-07-06,2019-12-01,47240.0,188358252.1,20.79,1.06,17,32591767.92,3820949.24,26.7,2.16,45.46,42.52,51.24,2
697427,Bright AI 515,Gaming,Noida,India,Private,B2B,GCP,Medium,2021,2021-11-18,2025-11-21,16488.0,20195093.52,24.18,29.41,6,1518596.06,1841703.39,34.5,3.61,32.22,84.9,20.76,4
531507,Pixel Networks 59,HealthTech,Ahmedabad,USA,Private,B2B2C,IBM Cloud,Very High,2019,2019-11-06,2026-03-22,40461.0,18554086.13,35.73,26.34,17,1803446.11,657790.71,11.1,4.07,55.72,59.36,6.77,24
939587,Pixel Labs 872,Cybersecurity,Pune,Australia,Private,B2B,Multi-Cloud,Low,2024,2024-03-16,2025-05-28,26449.0,207283426.83,21.24,8.08,16,16512434.96,2952491.09,116.0,2.35,17.41,90.25,9.54,21
959660,Quantum Labs 610,FinTech,Delhi,Germany,Startup,B2C,GCP,Low,2006,2006-03-06,2014-01-21,19896.0,59389490.72,10.24,33.48,14,5446863.01,1173556.39,103.0,3.44,69.32,92.43,17.97,1
533084,Data Analytics 414,Enterprise Software,Delhi,USA,Startup,B2B2C,Multi-Cloud,High,2011,2011-08-20,2013-03-15,15758.0,24064413.55,35.14,5.27,13,2565359.43,2733078.96,110.0,4.26,78.94,10.81,40.02,7
419380,Neo Analytics 593,EdTech,Bengaluru,Singapore,Startup,Enterprise,GCP,Low,2019,2019-06-01,2025-06-07,44089.0,207802499.3,23.51,23.82,6,35073622.06,3431991.96,102.4,4.96,20.19,16.71,67.24,1
295168,Zen Systems 635,Cybersecurity,Ahmedabad,India,Public,B2B,Multi-Cloud,High,1985,1985-03-07,2007-03-23,45418.0,103058752.69,8.12,7.95,3,18241183.56,3612917.04,60.1,4.03,14.7,32.28,56.1,9
330159,Data Innovations 674,E-commerce,Noida,UAE,Private,Enterprise,GCP,Medium,2019,2019-09-17,2025-07-20,11048.0,110085448.4,22.22,15.16,14,15040417.43,1637540.39,111.3,2.81,18.53,69.57,63.12,3
766418,Bright Infotech 324,EdTech,Chennai,UAE,Private,Enterprise,GCP,High,2021,2021-07-22,2024-10-04,47113.0,172023555.43,18.53,25.2,14,31627424.32,2500976.25,116.5,4.18,86.57,89.06,28.08,12
642803,Next Dynamics 686,Gaming,Pune,Germany,Private,B2B,AWS,Medium,1998,1998-07-23,2018-11-29,30728.0,31564032.91,37.07,19.76,15,1590629.4,2945956.89,62.8,3.83,54.12,50.93,32.37,19
447599,Alpha Analytics 272,AI/ML,Hyderabad,Germany,Private,SME,IBM Cloud,Low,1987,1987-08-06,1993-09-16,10732.0,24405276.11,7.04,15.02,8,1267782.32,3759870.96,25.2,2.71,48.46,64.02,31.49,15
306045,Prime Solutions 688,AI/ML,Bengaluru,India,Public,B2B2C,AWS,High,1985,1985-10-01,2025-09-13,49198.0,318863603.44,37.01,11.49,15,23263448.33,3521693.53,80.7,4.57,14.92,26.78,15.35,22
561823,Smart Stack 324,Cybersecurity,Bengaluru,USA,Public,Enterprise,AWS,Medium,1989,1989-04-10,1991-06-20,8569.0,28510333.24,22.49,29.4,22,4547950.53,4450698.82,117.2,3.34,65.41,81.64,4.9,16
854551,Data Soft 470,E-commerce,Hyderabad,Australia,Public,SME,GCP,Very High,2010,2010-05-08,2023-01-22,31530.0,33859166.57,18.17,5.12,13,2827195.36,433147.17,105.3,4.89,85.72,96.09,47.27,10
